Neighborhood,ID,Afghan Restaurant,African Restaurant,American Restaurant,Asian Restaurant,BBQ Joint,Bagel Shop,Bakery,Bistro,Brazilian Restaurant,Breakfast Spot,Burger Joint,Burrito Place,Café,Cajun / Creole Restaurant,Cantonese Restaurant,Caribbean Restaurant,Caucasian Restaurant,Chinese Restaurant,Comfort Food Restaurant,Creperie,Cuban Restaurant,Czech Restaurant,Deli / Bodega,Dim Sum Restaurant,Diner,Doner Restaurant,Donut Shop,Dumpling Restaurant,Eastern European Restaurant,Egyptian Restaurant,Ethiopian Restaurant,Falafel Restaurant,Fast Food Restaurant,Filipino Restaurant,Fish & Chips Shop,Food,Food Court,Food Truck,French Restaurant,Fried Chicken Joint,Gastropub,Greek Restaurant,Hakka Restaurant,Hotpot Restaurant,Hungarian Restaurant,Indian Chinese Restaurant,Indian Restaurant,Indonesian Restaurant,Irish Pub,Italian Restaurant,Japanese Restaurant,Kebab Restaurant,Korean Restaurant,Latin American Restaurant,Malay Restaurant,Mediterranean Restaurant,Mexican Restaurant,Middle Eastern Restaurant,New American Restaurant,Noodle House,Pakistani Restaurant,Persian Restaurant,Peruvian Restaurant,Pizza Place,Poke Place,Portuguese Restaurant,Poutine Place,Ramen Restaurant,Restaurant,Salad Place,Sandwich Place,Seafood Restaurant,Snack Place,Soup Place,South American Restaurant,Souvlaki Shop,Spanish Restaurant,Sri Lankan Restaurant,Steakhouse,Sushi Restaurant,Szechuan Restaurant,Taco Place,Tapas Restaurant,Thai Restaurant,Theme Restaurant,Tibetan Restaurant,Turkish Restaurant,Vegetarian / Vegan Restaurant,Vietnamese Restaurant,Wings Joint,Xinjiang Restaurant
Clanton Park,33,0.0,0.0,66.66666666666666,0.0,25.0,33.33333333333333,62.5,0.0,0.0,20.0,33.33333333333333,25.0,13.333333333333334,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,60.0,0.0,10.0,0.0,0.0,50.0,0.0,20.0,100.0,0.0,0.0,0.0,0.0,33.33333333333333,100.0,0.0,0.0,33.33333333333333,42.857142857142854,0.0,20.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,50.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,0.0,14.285714285714285,0.0,0.0
Bathurst Manor,34,0.0,0.0,0.0,66.66666666666666,0.0,33.33333333333333,12.5,0.0,0.0,40.0,0.0,0.0,6.666666666666667,0.0,0.0,16.666666666666664,100.0,10.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,20.0,0.0,30.0,0.0,0.0,50.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,33.33333333333333,57.14285714285714,0.0,20.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,50.0,60.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
Westminster-Branson,35,0.0,0.0,0.0,33.33333333333333,25.0,66.66666666666666,12.5,0.0,0.0,20.0,16.666666666666664,0.0,6.666666666666667,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,40.0,0.0,70.0,0.0,0.0,50.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,42.857142857142854,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,50.0,14.285714285714285,50.0,0.0
Newtonbrook West,36,0.0,0.0,0.0,0.0,25.0,100.0,25.0,0.0,0.0,20.0,16.666666666666664,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,80.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,33.33333333333333,28.57142857142857,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,50.0,14.285714285714285,0.0,0.0
Willowdale West,37,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,50.0,0.0,0.0,0.0,16.666666666666664,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,60.0,0.0,70.0,0.0,0.0,50.0,0.0,60.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,14.285714285714285,0.0,10.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,50.0,14.285714285714285,0.0,0.0
Lansing-Westgate,38,0.0,0.0,0.0,0.0,25.0,33.33333333333333,37.5,0.0,0.0,20.0,50.0,0.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,80.0,0.0,60.0,0.0,0.0,50.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,100.0,0.0,0.0,66.66666666666666,28.57142857142857,0.0,10.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
Bedford Park-Nortown,39,0.0,0.0,33.33333333333333,0.0,25.0,33.33333333333333,62.5,0.0,0.0,20.0,16.666666666666664,0.0,33.33333333333333,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,54.54545454545454,40.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,28.57142857142857,0.0,10.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,50.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St.Andrew-Windfields,40,0.0,0.0,33.33333333333333,0.0,25.0,33.33333333333333,50.0,0.0,0.0,20.0,33.33333333333333,0.0,20.0,0.0,100.0,50.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,100.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,60.0,0.0,20.0,0.0,0.0,100.0,33.33333333333333,20.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,33.33333333333333,28.57142857142857,0.0,10.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bridle Path-Sunnybrook-York Mills,41,0.0,0.0,0.0,66.66666666666666,50.0,33.33333333333333,62.5,0.0,0.0,0.0,33.33333333333333,0.0,40.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,50.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,72.72727272727273,60.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,28.57142857142857,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,14.285714285714285,0.0,0.0
Banbury-Don Mills,42,100.0,0.0,33.33333333333333,0.0,25.0,33.33333333333333,62.5,0.0,0.0,0.0,16.666666666666664,0.0,33.33333333333333,0.0,100.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,18.181818181818183,60.0,0.0,0.0,0.0,0.0,100.0,33.33333333333333,60.0,100.0,0.0,100.0,50.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,57.14285714285714,0.0,10.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
Victoria Village,43,100.0,0.0,66.66666666666666,33.33333333333333,25.0,33.33333333333333,50.0,0.0,0.0,20.0,33.33333333333333,50.0,6.666666666666667,0.0,100.0,33.33333333333333,0.0,10.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,16.666666666666664,0.0,0.0,0.0,0.0,12.5,0.0,0.0,9.090909090909092,40.0,0.0,10.0,0.0,0.0,50.0,33.33333333333333,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14285714285714,0.0,20.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,50.0,14.285714285714285,0.0,0.0
Flemingdon Park,44,100.0,0.0,66.66666666666666,33.33333333333333,25.0,0.0,50.0,0.0,0.0,20.0,0.0,0.0,46.666666666666664,0.0,100.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,100.0,0.0,37.5,0.0,0.0,9.090909090909092,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,30.0,100.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,28.57142857142857,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,100.0,0.0,14.285714285714285,0.0,0.0
Parkwoods-Donalda,45,0.0,0.0,66.66666666666666,0.0,0.0,33.33333333333333,50.0,0.0,0.0,20.0,50.0,25.0,13.333333333333334,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,25.0,0.0,0.0,27.27272727272727,60.0,0.0,10.0,0.0,0.0,100.0,33.33333333333333,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142857142857,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
Pleasant View,46,0.0,0.0,33.33333333333333,0.0,50.0,33.33333333333333,87.5,0.0,0.0,20.0,16.666666666666664,50.0,0.0,0.0,100.0,83.33333333333334,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,100.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,20.0,0.0,0.0,0.0,0.0,50.0,33.33333333333333,20.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,14.285714285714285,0.0,0.0
Don Valley Village,47,0.0,0.0,33.33333333333333,0.0,50.0,66.66666666666666,75.0,0.0,0.0,60.0,16.666666666666664,25.0,6.666666666666667,0.0,100.0,83.33333333333334,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,100.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,20.0,0.0,10.0,0.0,0.0,50.0,33.33333333333333,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,100.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
Hillcrest Village,48,0.0,0.0,33.33333333333333,0.0,50.0,33.33333333333333,75.0,0.0,0.0,60.0,16.666666666666664,25.0,0.0,0.0,100.0,66.66666666666666,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,100.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,80.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,10.0,0.0,33.33333333333333,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,100.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
Bayview Woods-Steeles,49,0.0,0.0,33.33333333333333,0.0,25.0,33.33333333333333,75.0,0.0,0.0,40.0,16.666666666666664,0.0,6.666666666666667,0.0,100.0,33.33333333333333,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,70.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,33.33333333333333,14.285714285714285,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0
Newtonbrook East,50,0.0,0.0,0.0,0.0,0.0,100.0,37.5,0.0,0.0,20.0,16.666666666666664,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,90.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,50.0,0.0,11.11111111111111,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,50.0,14.285714285714285,50.0,0.0
Willowdale East,51,0.0,0.0,0.0,0.0,0.0,33.33333333333333,37.5,0.0,0.0,20.0,33.33333333333333,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,60.0,0.0,100.0,0.0,0.0,50.0,0.0,40.0,0.0,0.0,0.0,50.0,0.0,33.33333333333333,100.0,0.0,0.0,100.0,28.57142857142857,0.0,10.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bayview Village,52,0.0,0.0,33.33333333333333,0.0,0.0,33.33333333333333,62.5,0.0,0.0,40.0,33.33333333333333,0.0,6.666666666666667,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,60.0,0.0,50.0,0.0,0.0,100.0,0.0,40.0,0.0,0.0,0.0,50.0,0.0,22.22222222222222,0.0,0.0,0.0,33.33333333333333,28.57142857142857,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry Farm,53,0.0,0.0,66.66666666666666,0.0,0.0,33.33333333333333,62.5,0.0,0.0,40.0,33.33333333333333,50.0,13.333333333333334,0.0,100.0,83.33333333333334,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,100.0,0.0,0.0,12.5,0.0,0.0,18.181818181818183,20.0,0.0,0.0,0.0,0.0,100.0,66.66666666666666,60.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57142857142857,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
O'Connor-Parkview,54,100.0,0.0,33.33333333333333,33.33333333333333,50.0,33.33333333333333,62.5,0.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,0.0,100.0,0.0,25.0,0.0,0.0,9.090909090909092,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,40.0,100.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,14.285714285714285,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,100.0,50.0,14.285714285714285,0.0,0.0
Thorncliffe Park,55,100.0,0.0,33.33333333333333,0.0,75.0,33.33333333333333,50.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,40.0,66.66666666666666,0.0,0.0,0.0,0.0,37.5,0.0,0.0,45.45454545454545,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,10.0,100.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,14.285714285714285,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0
Leaside-Bennington,56,100.0,0.0,33.33333333333333,33.33333333333333,50.0,66.66666666666666,62.5,0.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,33.33333333333333,0.0,0.0,0.0,0.0,37.5,100.0,0.0,90.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,33.33333333333333,0.0,0.0,20.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0
Broadview North,57,0.0,0.0,33.33333333333333,33.33333333333333,75.0,0.0,50.0,0.0,0.0,20.0,33.33333333333333,0.0,46.666666666666664,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,66.66666666666666,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,14.285714285714285,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,20.0,100.0,0.0,50.0,0.0,14.285714285714285,0.0,0.0
Old East York,58,100.0,0.0,33.33333333333333,66.66666666666666,50.0,0.0,37.5,0.0,0.0,20.0,16.666666666666664,25.0,46.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,60.0,66.66666666666666,0.0,0.0,100.0,0.0,37.5,0.0,0.0,18.181818181818183,20.0,0.0,0.0,100.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,14.285714285714285,0.0,0.0
Danforth East York,59,100.0,0.0,33.33333333333333,66.66666666666666,50.0,0.0,25.0,0.0,0.0,20.0,16.666666666666664,25.0,46.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,60.0,66.66666666666666,0.0,0.0,100.0,0.0,12.5,0.0,0.0,18.181818181818183,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,55.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,14.285714285714285,0.0,0.0
Woodbine-Lumsden,60,0.0,0.0,66.66666666666666,33.33333333333333,75.0,33.33333333333333,50.0,0.0,0.0,60.0,0.0,25.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,33.33333333333333,0.0,0.0,100.0,0.0,37.5,0.0,0.0,9.090909090909092,20.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444,0.0,0.0,0.0,0.0,14.285714285714285,0.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0
