Neighborhood,ID,Afghan Restaurant,African Restaurant,American Restaurant,Asian Restaurant,BBQ Joint,Bagel Shop,Bakery,Bistro,Brazilian Restaurant,Breakfast Spot,Burger Joint,Burrito Place,Café,Cajun / Creole Restaurant,Cantonese Restaurant,Caribbean Restaurant,Caucasian Restaurant,Chinese Restaurant,Comfort Food Restaurant,Creperie,Cuban Restaurant,Czech Restaurant,Deli / Bodega,Dim Sum Restaurant,Diner,Doner Restaurant,Donut Shop,Dumpling Restaurant,Eastern European Restaurant,Egyptian Restaurant,Ethiopian Restaurant,Falafel Restaurant,Fast Food Restaurant,Filipino Restaurant,Fish & Chips Shop,Food,Food Court,Food Truck,French Restaurant,Fried Chicken Joint,Gastropub,Greek Restaurant,Hakka Restaurant,Hotpot Restaurant,Hungarian Restaurant,Indian Chinese Restaurant,Indian Restaurant,Indonesian Restaurant,Irish Pub,Italian Restaurant,Japanese Restaurant,Kebab Restaurant,Korean Restaurant,Latin American Restaurant,Malay Restaurant,Mediterranean Restaurant,Mexican Restaurant,Middle Eastern Restaurant,New American Restaurant,Noodle House,Pakistani Restaurant,Persian Restaurant,Peruvian Restaurant,Pizza Place,Poke Place,Portuguese Restaurant,Poutine Place,Ramen Restaurant,Restaurant,Salad Place,Sandwich Place,Seafood Restaurant,Snack Place,Soup Place,South American Restaurant,Souvlaki Shop,Spanish Restaurant,Sri Lankan Restaurant,Steakhouse,Sushi Restaurant,Szechuan Restaurant,Taco Place,Tapas Restaurant,Thai Restaurant,Theme Restaurant,Tibetan Restaurant,Turkish Restaurant,Vegetarian / Vegan Restaurant,Vietnamese Restaurant,Wings Joint,Xinjiang Restaurant
Weston,113,0.0,50.0,0.0,66.66666666666666,25.0,0.0,87.5,0.0,0.0,40.0,66.66666666666666,25.0,26.666666666666668,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,100.0,12.5,0.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,40.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,14.285714285714285,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,57.14285714285714,0.0,0.0
Lambton Baby Point,114,0.0,0.0,33.33333333333333,0.0,25.0,0.0,62.5,0.0,0.0,20.0,16.666666666666664,0.0,53.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,33.33333333333333,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,45.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444,0.0,0.0,0.0,0.0,42.857142857142854,0.0,0.0,66.66666666666666,100.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,100.0,20.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
Mount Dennis,115,0.0,0.0,0.0,0.0,25.0,0.0,87.5,0.0,100.0,0.0,0.0,0.0,53.333333333333336,0.0,0.0,16.666666666666664,0.0,10.0,0.0,0.0,0.0,0.0,25.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,63.63636363636363,40.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,66.66666666666666,100.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,28.57142857142857,0.0,0.0
Steeles,116,0.0,0.0,66.66666666666666,0.0,50.0,0.0,87.5,0.0,0.0,20.0,16.666666666666664,0.0,0.0,0.0,0.0,100.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,80.0,0.0,10.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,10.0,33.33333333333333,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.285714285714285,0.0,0.0
L'Amoreaux,117,0.0,0.0,33.33333333333333,33.33333333333333,50.0,0.0,100.0,0.0,0.0,20.0,16.666666666666664,50.0,0.0,0.0,0.0,100.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,100.0,0.0,0.0,12.5,0.0,0.0,9.090909090909092,40.0,0.0,10.0,0.0,0.0,0.0,33.33333333333333,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28.57142857142857,0.0,0.0
Tam O'Shanter-Sullivan,118,0.0,0.0,33.33333333333333,66.66666666666666,25.0,0.0,50.0,0.0,0.0,20.0,33.33333333333333,50.0,0.0,0.0,100.0,100.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,100.0,0.0,0.0,25.0,0.0,0.0,9.090909090909092,40.0,0.0,20.0,0.0,0.0,50.0,33.33333333333333,50.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
Wexford/Maryvale,119,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,12.5,0.0,0.0,0.0,66.66666666666666,75.0,6.666666666666667,0.0,100.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,25.0,0.0,0.0,27.27272727272727,20.0,0.0,10.0,0.0,0.0,50.0,33.33333333333333,70.0,100.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,14.285714285714285,0.0,10.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,0.0,14.285714285714285,0.0,0.0
Clairlea-Birchmount,120,0.0,0.0,33.33333333333333,66.66666666666666,25.0,33.33333333333333,37.5,0.0,0.0,40.0,50.0,50.0,13.333333333333334,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,100.0,0.0,25.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,0.0,50.0,33.33333333333333,60.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,14.285714285714285,0.0,20.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,100.0,14.285714285714285,0.0,0.0
Oakridge,121,0.0,0.0,66.66666666666666,66.66666666666666,50.0,33.33333333333333,25.0,0.0,0.0,60.0,33.33333333333333,25.0,20.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,50.0,0.0,80.0,0.0,0.0,0.0,100.0,0.0,37.5,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,100.0,33.33333333333333,30.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,14.285714285714285,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0
Birchcliffe-Cliffside,122,0.0,0.0,0.0,33.33333333333333,50.0,33.33333333333333,37.5,0.0,0.0,100.0,33.33333333333333,50.0,20.0,0.0,0.0,33.33333333333333,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,50.0,0.0,80.0,0.0,0.0,0.0,100.0,0.0,25.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,100.0,66.66666666666666,20.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,14.285714285714285,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0
Cliffcrest,123,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,100.0,0.0,20.0,100.0,50.0,6.666666666666667,0.0,0.0,16.666666666666664,0.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,9.090909090909092,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,28.57142857142857,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,50.0,14.285714285714285,0.0,100.0
Kennedy Park,124,0.0,0.0,66.66666666666666,66.66666666666666,0.0,0.0,37.5,100.0,0.0,20.0,66.66666666666666,50.0,6.666666666666667,0.0,0.0,16.666666666666664,0.0,20.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,9.090909090909092,20.0,0.0,10.0,0.0,0.0,50.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,14.285714285714285,0.0,10.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,50.0,50.0,14.285714285714285,0.0,100.0
Ionview,125,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,37.5,0.0,0.0,0.0,66.66666666666666,75.0,6.666666666666667,0.0,0.0,33.33333333333333,0.0,30.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,16.666666666666664,0.0,0.0,0.0,0.0,50.0,0.0,0.0,9.090909090909092,40.0,0.0,10.0,0.0,0.0,50.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,28.57142857142857,0.0,10.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,50.0,14.285714285714285,0.0,100.0
Dorset Park,126,0.0,0.0,66.66666666666666,66.66666666666666,0.0,0.0,25.0,0.0,0.0,0.0,66.66666666666666,25.0,0.0,0.0,0.0,66.66666666666666,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,12.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,37.5,0.0,0.0,18.181818181818183,20.0,0.0,10.0,0.0,0.0,50.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,100.0,0.0,0.0,14.285714285714285,0.0,20.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,0.0,14.285714285714285,0.0,100.0
Bendale,127,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,37.5,0.0,0.0,20.0,50.0,25.0,0.0,0.0,100.0,50.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,50.0,0.0,0.0,0.0,37.5,0.0,0.0,18.181818181818183,20.0,0.0,20.0,0.0,0.0,50.0,33.33333333333333,40.0,0.0,33.33333333333333,0.0,0.0,0.0,11.11111111111111,0.0,100.0,0.0,0.0,28.57142857142857,0.0,20.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,50.0,0.0,14.285714285714285,0.0,100.0
Agincourt South-Malvern West,128,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,37.5,0.0,0.0,40.0,66.66666666666666,25.0,0.0,0.0,100.0,66.66666666666666,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,50.0,0.0,0.0,0.0,37.5,0.0,0.0,9.090909090909092,20.0,0.0,10.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,14.285714285714285,0.0,20.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,50.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0
Agincourt North,129,0.0,0.0,0.0,33.33333333333333,25.0,0.0,50.0,0.0,0.0,40.0,33.33333333333333,25.0,0.0,0.0,100.0,66.66666666666666,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,50.0,100.0,0.0,0.0,62.5,0.0,0.0,9.090909090909092,20.0,0.0,10.0,0.0,100.0,0.0,33.33333333333333,0.0,0.0,100.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,14.285714285714285,0.0,10.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,50.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,14.285714285714285,0.0,0.0
Milliken,130,0.0,0.0,33.33333333333333,66.66666666666666,25.0,0.0,50.0,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,100.0,66.66666666666666,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,16.666666666666664,100.0,100.0,0.0,100.0,37.5,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,10.0,0.0,100.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,14.285714285714285,0.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.57142857142857,0.0,0.0
Rouge,131,100.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,60.0,66.66666666666666,0.0,13.333333333333334,0.0,0.0,33.33333333333333,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,12.5,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,77.77777777777779,0.0,0.0,0.0,0.0,71.42857142857143,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
Malvern,132,0.0,0.0,0.0,33.33333333333333,0.0,0.0,12.5,0.0,0.0,80.0,50.0,0.0,0.0,0.0,100.0,66.66666666666666,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,18.181818181818183,0.0,0.0,10.0,0.0,100.0,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,42.857142857142854,0.0,30.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centennial Scarborough,133,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,80.0,33.33333333333333,0.0,13.333333333333334,0.0,0.0,33.33333333333333,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,12.5,0.0,0.0,9.090909090909092,40.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,42.857142857142854,0.0,40.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
Highland Creek,134,0.0,0.0,33.33333333333333,0.0,0.0,0.0,12.5,0.0,0.0,80.0,50.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,37.5,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,77.77777777777779,0.0,0.0,0.0,0.0,42.857142857142854,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morningside,135,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,100.0,66.66666666666666,0.0,6.666666666666667,0.0,0.0,66.66666666666666,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,50.0,0.0,0.0,0.0,0.0,75.0,0.0,16.666666666666664,50.0,0.0,0.0,0.0,37.5,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444,0.0,0.0,0.0,0.0,57.14285714285714,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
West Hill,136,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,16.666666666666664,0.0,0.0,0.0,0.0,50.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,77.77777777777779,0.0,0.0,0.0,0.0,42.857142857142854,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0
Woburn,137,0.0,0.0,0.0,66.66666666666666,0.0,0.0,25.0,100.0,0.0,60.0,33.33333333333333,25.0,0.0,0.0,100.0,50.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,18.181818181818183,20.0,0.0,10.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,0.0,22.22222222222222,0.0,100.0,0.0,0.0,57.14285714285714,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0
Eglinton East,138,0.0,0.0,33.33333333333333,33.33333333333333,0.0,0.0,25.0,100.0,0.0,20.0,66.66666666666666,75.0,0.0,0.0,0.0,16.666666666666664,0.0,30.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,9.090909090909092,20.0,0.0,10.0,0.0,0.0,0.0,33.33333333333333,70.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,100.0,0.0,0.0,14.285714285714285,0.0,30.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,14.285714285714285,0.0,100.0
Scarborough Village,139,0.0,0.0,0.0,33.33333333333333,0.0,0.0,12.5,100.0,0.0,40.0,33.33333333333333,0.0,0.0,0.0,0.0,33.33333333333333,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,100.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,28.57142857142857,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,100.0
Guildwood,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,40.0,33.33333333333333,0.0,0.0,0.0,0.0,16.666666666666664,0.0,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,16.666666666666664,50.0,0.0,0.0,0.0,50.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.77777777777779,0.0,0.0,0.0,0.0,42.857142857142854,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,100.0
